PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),535 nm Activity,535 nm Potency (uM),535 nm Efficacy (%),590 nm Activity,590 nm Potency (uM),590 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source,standardised_smiles
4673,144208226.0,2734117.0,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],Active,76.0,,,active antagonist,active antagonist,0.126486,-87.9121,active antagonist,11.7141,-56.5549,active antagonist,0.165466,-83.7656,inconclusive antagonist,27.2505,-107.928,SIGMA,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-]
4707,144208260.0,86583.0,CCC(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,Active,46.0,,,active antagonist,active antagonist,24.8008,-82.1668,inactive,,0,active antagonist,23.867,-83.5801,inactive,,0,SigmaAldrich,CCC(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
4713,144208266.0,15533.0,CCCCCCCC(=O)OC1=C(C=C(C=C1Br)C#N)Br,Active,52.0,,,active antagonist,active antagonist,15.2929,-109.355,active agonist,27.195,117.642,active antagonist,20.7885,-81.5763,inactive,,0,SigmaAldrich,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br
4721,144208274.0,6436079.0,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C=O)/C)/C,Active,43.0,,,active antagonist,active antagonist,62.4658,-116.878,inactive,,0,active antagonist,54.6146,-99.2836,inactive,,0,SIGMA,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1
4738,144208291.0,31404.0,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,Active,44.0,,,active antagonist,active antagonist,35.7938,-76.3753,inactive,,0,active antagonist,35.7938,-81.8755,inactive,,0,SIGMA,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
4743,144208296.0,10168.0,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O,Active,57.0,,,active antagonist,active antagonist,6.05682,-99.9146,inactive,,0,active antagonist,8.8902,-89.3381,inactive,,0,Toronto Research,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O
4768,144208321.0,38764.0,CCCCCCC1=CC=C(C=C1)C2=CC=C(C=C2)C#N,Active,45.0,,,active antagonist,active antagonist,42.53,-109.086,inactive,,0,active antagonist,40.9288,-104.278,inactive,,0,SIGMA,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1
4773,144208326.0,7673.0,C1=CC=C(C=C1)N=C=S,Active,45.0,,,active antagonist,active antagonist,43.0067,-103.185,active agonist,54.1423,40.3539,active antagonist,52.1038,-90.6503,inactive,,0,SigmaAldrich,S=C=Nc1ccccc1
4798,144208351.0,5281576.0,C[C@H]1CCCC(=O)CCC/C=C/C2=C(C(=CC(=C2)O)O)C(=O)O1,Active,61.0,,,active antagonist,active antagonist,4.16811,-107.267,active agonist,,25.9555,active antagonist,4.01118,-96.7328,active antagonist,40.7323,-64.2315,SIGMA,C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1
4808,144208361.0,12111.0,C1=CC(=CC=C1CC2=CC=C(C=C2)O)O,Active,44.0,,,active antagonist,active antagonist,45.3363,-89.5733,active agonist,54.9262,62.157,active antagonist,69.148,-72.1018,inactive,,0,SigmaAldrich,Oc1ccc(Cc2ccc(O)cc2)cc1
4810,144208363.0,5280863.0,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,Active,57.0,,,active antagonist,active antagonist,5.63839,-97.2916,inconclusive agonist,60.882,21.739,active antagonist,5.02522,-87.4013,inactive,,0,SIGMA,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
4812,144208365.0,10316.0,C1=CC=C(C=C1)N=[N+](C2=CC=CC=C2)[O-],Active,40.0,,,active antagonist,active antagonist,68.5896,-44.5342,inactive,,0,inconclusive antagonist,68.5896,-43.8239,inactive,,0,SIGMA,[O-][N+](=Nc1ccccc1)c1ccccc1
4814,144208367.0,70038.0,C1=CC=C(C(=C1)C(=O)C2=CC=CC=C2O)O,Active,52.0,,,active antagonist,active antagonist,14.0763,-104.34,inactive,,0,active antagonist,13.0364,-100.763,inactive,,0,SigmaAldrich,O=C(c1ccccc1O)c1ccccc1O
4827,144208380.0,6618.0,CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br,Active,52.0,,,active antagonist,active antagonist,14.7171,-109.239,active agonist,46.5395,301.878,inconclusive antagonist,54.2611,-93.0461,inactive,,0,Albemarle,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
4836,144208389.0,2346.0,C1=CC=C(C=C1)CN=C=S,Active,42.0,,,active antagonist,active antagonist,59.4278,-84.7971,inactive,,0,inconclusive antagonist,55.0372,-85.7569,inconclusive agonist,,44.5545,SigmaAldrich,S=C=NCc1ccccc1
4840,144208393.0,6753.0,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],Active,41.0,,,active antagonist,active antagonist,54.0397,-57.5791,inactive,,0,inconclusive antagonist,60.6336,-70.9702,inactive,,0,SIGMA,COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]
4867,144208420.0,13514.0,CC(=O)C(Cl)(Cl)Cl,Active,65.0,,,active antagonist,active antagonist,1.22374,-93.4087,active antagonist,29.5816,-29.9383,active antagonist,1.32136,-84.7385,inconclusive antagonist,,,ChemService,CC(=O)C(Cl)(Cl)Cl
4874,144208427.0,14347.0,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)O,Active,44.0,,,active antagonist,active antagonist,41.3137,-86.5215,active agonist,36.1211,40.1496,inconclusive antagonist,39.0026,-60.5778,inactive,,0,SigmaAldrich,O=C(c1ccccc1)c1ccc(O)cc1
4893,144208446.0,8715.0,C1=CC(=C(C=C1N)N)O.Cl.Cl,Active,50.0,,,active antagonist,active antagonist,3.82964,-55.2476,inactive,,0,active antagonist,6.06957,-59.196,inactive,,0,SigmaAldrich,Cl.Cl.Nc1ccc(O)c(N)c1
4905,144208458.0,3035.0,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,Active,47.0,,,active antagonist,active antagonist,25.9071,-90.055,active agonist,24.9317,32.481,active antagonist,31.3871,-79.6292,inactive,,0,Alfa Aesar,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
4907,144208460.0,68570.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=C3C=CC(=C4)O,Active,46.0,,,active antagonist,active antagonist,27.7788,-91.9392,active agonist,67.15,38.9632,active antagonist,31.1683,-78.1842,inconclusive antagonist,,-31.0317,SigmaAldrich,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@H]2O
4908,144208461.0,6635.0,C1=CC(=CC=C1OS(=O)(=O)C2=CC=C(C=C2)Cl)Cl,Active,44.0,,,active antagonist,active antagonist,45.5654,-94.7385,inactive,,0,active antagonist,45.5654,-90.8429,inactive,,0,ChemService,O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1
4921,144208474.0,8606.0,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,Active,43.0,,,active antagonist,active antagonist,48.3603,-82.8196,inactive,,0,active antagonist,43.1011,-81.6643,inactive,,0,SIGMA,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl
4926,144208479.0,9502.0,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,Active,41.0,,,active antagonist,active antagonist,61.3793,-72.3661,active agonist,61.3793,26.3449,active antagonist,63.7806,-61.089,inconclusive antagonist,,-39.5166,SigmaAldrich,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
4940,144208493.0,24744.0,CC1=CC(=CC=C1)NC(=O)OC2=CC=CC(=C2)NC(=O)OC,Active,59.0,,,active antagonist,active antagonist,3.3082,-92.4469,active agonist,8.63492,91.4123,active antagonist,5.04574,-86.4432,active antagonist,7.69588,-27.6358,SigmaAldrich,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
4941,144208494.0,6294.0,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,Active,51.0,,,active antagonist,active antagonist,13.3848,-92.9642,inactive,,0,active antagonist,13.3848,-83.6059,inactive,,0,SIGMA,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1
4942,144208495.0,11742.0,CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O,Active,60.0,,,active antagonist,active antagonist,3.03888,-94.2174,active agonist,5.40397,117.385,active antagonist,6.8032,-80.8563,inconclusive antagonist,48.163,-64.6088,SIGMA,CC(C)(c1ccccc1)c1ccc(O)cc1
4945,144208498.0,62276.0,CCOC(=O)C(C)OC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],Active,45.0,,,active antagonist,active antagonist,35.5396,-87.2491,inconclusive antagonist,,-23.4298,active antagonist,30.4821,-86.0044,inconclusive antagonist,,-27.5592,SigmaAldrich,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
4955,144208508.0,22584.0,C1=CC(=C(C=C1N)Cl)N.OS(=O)(=O)O,Active,54.0,,,active antagonist,active antagonist,5.03548,-79.8794,inactive,,0,active antagonist,5.03548,-88.6248,active antagonist,54.3719,-52.283,SigmaAldrich,Nc1ccc(N)c(Cl)c1.O=S(=O)(O)O
4957,144208510.0,12076.0,C1=CC(=C(C=C1[N+](=O)[O-])N)C(=O)O,Active,41.0,,,active antagonist,active antagonist,35.0415,-33.5302,inactive,,0,active antagonist,47.6339,-44.7482,inactive,,0,SIGMA,Nc1cc([N+](=O)[O-])ccc1C(=O)O
4985,144208538.0,7231.0,C1COCCN1SSC2=NC3=CC=CC=C3S2,Active,43.0,,,active antagonist,active antagonist,46.6345,-81.2796,inactive,,0,active antagonist,46.6345,-92.5263,inactive,,0,Sensient,c1ccc2sc(SSN3CCOCC3)nc2c1
4997,144208550.0,5569.0,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Active,42.0,,,active antagonist,active antagonist,33.0147,-42.5561,inconclusive antagonist,,-26.4368,active antagonist,23.3726,-53.3939,inactive,,0,Supelco,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
4998,144208551.0,6732.0,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O,Active,49.0,,,active antagonist,active antagonist,18.4143,-92.5314,inactive,,0,active antagonist,20.6612,-89.3662,inactive,,0,SIGMA,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O
5000,144208553.0,108242.0,CC1CC2=C(CC1(C)C(=O)C)C(CCC2)(C)C,Active,43.0,,,active antagonist,active antagonist,19.1312,-39.9083,inconclusive agonist,,22.8528,inconclusive antagonist,,-34.5874,inactive,,0,Toronto Research,CC(=O)C1(C)CC2=C(CCCC2(C)C)CC1C
5002,144208555.0,36324.0,CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C,Active,41.0,,,active antagonist,active antagonist,68.8687,-81.2232,inactive,,0,inconclusive antagonist,61.3793,-80.8281,inactive,,0,SigmaAldrich,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1
5016,144208569.0,4943.0,CC(C)C1=C(C(=CC=C1)C(C)C)O,Active,41.0,,,active antagonist,active antagonist,58.6496,-64.2761,inactive,,0,inconclusive antagonist,60.9441,-70.1251,inactive,,0,Research Biochemical,CC(C)c1cccc(C(C)C)c1O
5017,144208570.0,6984.0,CCC(C)C1=CC=CC=C1O,Active,42.0,,,active antagonist,active antagonist,58.4105,-92.2157,inactive,,0,active antagonist,60.6957,-91.796,inconclusive antagonist,68.1016,-29.5389,SigmaAldrich,CCC(C)c1ccccc1O
5029,144208582.0,3672.0,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,Active,47.0,,,active antagonist,active antagonist,11.0368,-53.7719,inactive,,0,inconclusive antagonist,69.6372,-61.8316,inactive,,0,SigmaAldrich,CC(C)Cc1ccc(C(C)C(=O)O)cc1
5047,144208600.0,18529.0,C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br,Active,58.0,,,active antagonist,active antagonist,4.47874,-97.4599,inactive,,0,active antagonist,4.65395,-106.653,inactive,,0,SigmaAldrich,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
5056,144208609.0,7261.0,CC1=C(C=C(C=C1)N)N,Active,42.0,,,active antagonist,active antagonist,36.1393,-45.5504,inactive,,0,inconclusive antagonist,29.8296,-63.1831,inactive,,0,SIGMA,Cc1ccc(N)cc1N
5077,144208630.0,40585.0,CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,Active,43.0,,,active antagonist,active antagonist,46.8057,-81.8813,active agonist,56.7064,32.9347,active antagonist,48.6368,-75.6893,inconclusive antagonist,37.8994,-27.3982,ChemService,CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br
5095,144208648.0,40399.0,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,Active,43.0,,,active antagonist,active antagonist,35.6122,-66.5818,active antagonist,57.535,-65.9213,active antagonist,35.6122,-89.6564,inactive,,0,Sensient,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O
5107,144208660.0,1493.0,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,Active,62.0,,,active antagonist,active antagonist,2.96043,-101.515,inactive,,0,active antagonist,3.87277,-104.566,active antagonist,10.915,-44.8177,SIGMA,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
5111,144208664.0,73665.0,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,Active,40.0,,,active antagonist,active antagonist,70.057,-60.5674,inactive,,0,active antagonist,62.4384,-79.7629,inconclusive antagonist,,-35.7737,SIGMA,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1
5112,144208665.0,73864.0,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)(C(F)(F)F)C(F)(F)F)O,Active,60.0,,,active antagonist,active antagonist,3.9876,-104.723,active agonist,14.7021,167.27,active antagonist,8.59103,-99.7562,inactive,,0,SIGMA,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1
5156,144208709.0,8289.0,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,Active,67.0,,,active antagonist,active antagonist,1.19045,-98.9293,active agonist,1.16783,108.641,inconclusive antagonist,41.4361,-88.166,active antagonist,14.4227,-38.9281,Fisher,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
5166,144208719.0,8341.0,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)N,Active,68.0,,,active antagonist,active antagonist,0.467643,-84.4289,inconclusive antagonist,,-26.8143,active antagonist,0.476702,-84.2179,inactive,,0,SIGMA,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O
5169,144208722.0,67172.0,CC1=CC(=C(C=C1O)C)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=C(C=C(C(=C4)C)O)C,Active,40.0,,,active antagonist,active antagonist,66.0073,-42.8033,inactive,,0,inconclusive antagonist,57.711,-53.6349,inactive,,0,SIGMA,Cc1cc(C2(c3cc(C)c(O)cc3C)OS(=O)(=O)c3ccccc32)c(C)cc1O
5174,144208727.0,8398.0,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,Active,67.0,,,active antagonist,active antagonist,1.32372,-102.024,active agonist,68.9385,84.7383,active antagonist,1.3755,-100.969,active antagonist,68.9385,-59.6312,SigmaAldrich,Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
5212,144208765.0,11937.0,C1=CC=C2C=C3C=C(C=CC3=CC2=C1)N,Active,48.0,,,active antagonist,active antagonist,9.85628,-58.5972,inactive,,0,active antagonist,8.29303,-58.1955,inactive,,0,SIGMA,Nc1ccc2cc3ccccc3cc2c1
5219,144208772.0,73672.0,CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC,Active,45.0,,,active antagonist,active antagonist,34.4811,-89.7091,active agonist,26.3582,57.854,active antagonist,43.4092,-80.0807,inactive,,0,SigmaAldrich,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1
5224,144208777.0,7076.0,C1=CC=C(C=C1)C2=CC(=CC=C2)C3=CC=CC=C3,Active,43.0,,,active antagonist,active antagonist,55.0372,-99.9964,active agonist,24.5842,28.4469,active antagonist,61.7528,-97.2032,inconclusive antagonist,,-36.2767,SigmaAldrich,c1ccc(-c2cccc(-c3ccccc3)c2)cc1
5225,144208778.0,10707.0,C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-],Active,42.0,,,active antagonist,active antagonist,49.7949,-57.3727,inactive,,0,active antagonist,47.0094,-59.0848,inconclusive antagonist,70.3371,-25.6312,SigmaAldrich,O=[N+]([O-])c1ccccc1[N+](=O)[O-]
5233,144208786.0,5284441.0,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,Active,44.0,,,active antagonist,active antagonist,47.2052,-97.6676,inactive,,0,active antagonist,50.971,-104.562,active agonist,64.1687,37.8468,SigmaAldrich,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl
5234,144208787.0,8449.0,C1=CC(=C(C=C1Cl)Cl)O,Active,44.0,,,active antagonist,active antagonist,42.9253,-99.569,inactive,,0,active antagonist,54.0397,-104.621,inactive,,0,SIGMA,Oc1ccc(Cl)cc1Cl
5237,144208790.0,299.0,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,Active,69.0,,,active antagonist,active antagonist,0.905569,-102.326,active agonist,31.3192,58.7426,active antagonist,0.990399,-96.8409,active antagonist,19.7611,-55.8757,SigmaAldrich,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
5271,144208824.0,15096.0,CCCC[Sn](CCCC)(CCCC)Cl,Active,83.0,,,active antagonist,active antagonist,0.0832673,-98.0423,inactive,,0,active antagonist,0.0899099,-94.9036,active antagonist,2.34679,-101.418,SigmaAldrich,CCCC[Sn](Cl)(CCCC)CCCC
5276,144208829.0,43226.0,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,Active,43.0,,,active antagonist,active antagonist,47.5386,-76.652,inactive,,0,active antagonist,53.3392,-81.5287,inconclusive antagonist,,,SIGMA,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl
5293,144208846.0,31362.0,CC(C)CC(C)(C#CC(C)(CC(C)C)O)O,Active,44.0,,,active antagonist,active antagonist,53.3764,-117.152,inactive,,0,active antagonist,59.8893,-102.151,inactive,,0,SigmaAldrich,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C
5297,144208850.0,8342.0,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)Cl,Active,57.0,,,active antagonist,active antagonist,5.67869,-97.5372,inconclusive antagonist,,-67.2785,active antagonist,7.14905,-103.219,active antagonist,19.3902,-110.065,SigmaAldrich,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21
5299,144208852.0,8861.0,C1=CC(=NC(=C1)N)N,Active,45.0,,,active antagonist,active antagonist,23.4975,-64.1897,inactive,,0,active antagonist,26.3646,-61.5567,inactive,,0,SigmaAldrich,Nc1cccc(N)n1
5301,144208854.0,8371.0,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,Active,46.0,,,active antagonist,active antagonist,9.10938,-45.191,inactive,,0,active antagonist,14.4374,-44.7701,active antagonist,35.5759,-59.7242,SIGMA,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl
5320,144208873.0,12688.0,CCCC[Sn](CCCC)(Cl)Cl,Active,51.0,,,active antagonist,active antagonist,14.9577,-96.6255,inactive,,0,active antagonist,14.3946,-98.8963,active antagonist,52.0633,-115.825,SigmaAldrich,CCCC[Sn](Cl)(Cl)CCCC
5326,144208879.0,6702.0,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)N,Active,64.0,,,active antagonist,active antagonist,0.746525,-80.5898,active antagonist,9.58026,-38.5153,active antagonist,0.837614,-88.1302,inconclusive antagonist,,-30.1425,SIGMA,Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O
5329,144208882.0,7195.0,C1=CC2=C(C=C1[N+](=O)[O-])NC=N2,Active,43.0,,,active antagonist,active antagonist,23.8974,-43.6732,inactive,,0,active antagonist,27.8623,-52.2535,inactive,,0,Acros,O=[N+]([O-])c1ccc2nc[nH]c2c1
5349,144208902.0,4684.0,C1=CC(=CC=C1O)Cl,Active,41.0,,,active antagonist,active antagonist,60.1993,-68.6071,inactive,,0,inconclusive antagonist,60.1993,-62.737,inactive,,0,SIGMA,Oc1ccc(Cl)cc1
5354,144208907.0,17038.0,C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,Active,51.0,,,active antagonist,active antagonist,13.7829,-91.8418,active agonist,16.0697,28.3438,active antagonist,16.0697,-101.109,active antagonist,74.5889,-69.2376,SIGMA,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl
5356,144208909.0,67271.0,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2SSC3=CC=CC=C3NC(=O)C4=CC=CC=C4,Active,51.0,,,active antagonist,active antagonist,10.1188,-85.5845,active agonist,35.9028,74.715,active antagonist,10.926,-83.9246,active antagonist,45.199,-35.0177,Sensient,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1
5367,144208920.0,8813.0,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,Active,46.0,,,active antagonist,active antagonist,6.31993,-39.6922,inactive,,0,inconclusive antagonist,43.0572,-29.2539,inactive,,0,SIGMA,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO
5381,144208934.0,76302.0,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl)O,Active,53.0,,,active antagonist,active antagonist,9.28586,-94.4572,active agonist,35.5759,74.0038,active antagonist,11.6902,-87.6289,inactive,,0,SigmaAldrich,Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1
5399,144208952.0,7729.0,C1=CC(=CC=C1N=O)O,Active,63.0,,,active antagonist,active antagonist,1.81691,-93.4784,inactive,,0,active antagonist,2.46983,-109.844,inactive,,0,City Chemical,O=Nc1ccc(O)cc1
5400,144208953.0,5934.0,CC1=CC(=CC=C1)N=NC2=CC=C(C=C2)N(C)C,Active,45.0,,,active antagonist,active antagonist,29.4199,-71.2086,active antagonist,42.3619,-64.9217,active antagonist,34.9656,-98.6297,active antagonist,19.6626,-28.8205,Sensient,Cc1cccc(N=Nc2ccc(N(C)C)cc2)c1
5408,144208961.0,13618.0,C1=CC(=C(C(=C1Cl)O)Cl)Cl,Active,48.0,,,active antagonist,active antagonist,26.2245,-101.238,inconclusive agonist,61.0063,22.4136,active antagonist,27.2505,-99.1434,inactive,,0,SIGMA,Oc1c(Cl)ccc(Cl)c1Cl
5410,144208963.0,11831.0,C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-],Active,46.0,,,active antagonist,active antagonist,11.726,-50.6137,inactive,,0,active antagonist,12.1847,-59.3343,inactive,,0,SigmaAldrich,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2
5443,144208996.0,31356.0,C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br,Active,44.0,,,active antagonist,active antagonist,45.5654,-99.4295,inactive,,0,active antagonist,47.348,-100.417,active antagonist,39.0813,-27.417,SIGMA,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr
5446,144208999.0,15595.0,C1CCCCCC(CCCCC1)O,Active,43.0,,,active antagonist,active antagonist,41.2305,-65.8684,active agonist,34.6911,41.0504,inconclusive antagonist,65.3459,-56.6538,inactive,,0,SigmaAldrich,OC1CCCCCCCCCCC1
5451,144209004.0,727200.0,C1CCC(CC1)NC(=S)NC2CCCCC2,Active,42.0,,,active antagonist,active antagonist,57.6942,-86.9984,inactive,,0,active antagonist,59.9513,-82.7487,inactive,,0,SIGMA,S=C(NC1CCCCC1)NC1CCCCC1
5480,144209033.0,9154.0,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,Active,42.0,,,active antagonist,active antagonist,61.6905,-93.3525,active agonist,54.9817,53.0481,active antagonist,66.6119,-80.8482,inactive,,0,SIGMA,c1ccc2c(c1)-c1cccc3cccc-2c13
5483,144209036.0,3347.0,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,Active,44.0,,,active antagonist,active antagonist,33.5536,-70.6956,inactive,,0,active antagonist,24.6834,-67.0808,inconclusive antagonist,,-24.9837,SigmaAldrich,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
5513,144209066.0,9903.0,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,Active,41.0,,,active antagonist,active antagonist,60.882,-51.1505,inactive,,0,active antagonist,68.3107,-43.5769,inactive,,0,SIGMA,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
5522,144209075.0,29732.0,CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,Active,47.0,,,active antagonist,active antagonist,31.3838,-102.714,inactive,,0,active antagonist,32.6116,-103.88,active antagonist,12.0237,-28.5543,SigmaAldrich,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
5529,144209082.0,8663.0,C1=CC=C2C=C(C=CC2=C1)O,Active,43.0,,,active antagonist,active antagonist,53.7137,-112.533,active agonist,53.7137,29.1068,active antagonist,57.9987,-94.712,inactive,,0,SigmaAldrich,Oc1ccc2ccccc2c1
