PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),535 nm Activity,535 nm Potency (uM),535 nm Efficacy (%),590 nm Activity,590 nm Potency (uM),590 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
4261,144207814,16213711,CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
4262,144207815,7490,CN(C)C1=CC=C(C=C1)N(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4263,144207816,8035,CC(=O)CCC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4264,144207817,7840,CCCBr,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4265,144207818,9709,C1=CC(=C(C=C1F)F)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4266,144207819,2331,C1=CC=C(C=C1)C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4267,144207820,12252,C(CO)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4268,144207821,2576,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NTP-MRI Repository
4269,144207822,13619,C1=C(C=C(C(=C1O)Cl)Cl)Cl,Active,57,,,active antagonist,active antagonist,5.79987,-98.5256,inactive,,0,active antagonist,5.58151,-88.8169,inactive,,0,SIGMA
4270,144207823,53316417,CC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inconclusive,20,,,active agonist,active agonist,50.2522,506.784,inactive,,0,active agonist,31.707,360.976,inactive,,0,Io-li-tec
4271,144207824,12059921,CC[N+]1(CCCC1)C.[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Io-li-tec
4272,144207825,6495,CC(C)(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4273,144207826,31347,C1CCS(=O)(=O)C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4274,144207827,76191,C1=C(C=C(C=C1Cl)Cl)C(=O)Cl,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,SigmaAldrich
4275,144207828,25171607,CCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inconclusive,20,,,active agonist,active agonist,58.8889,593.242,inactive,,0,active agonist,33.1156,358.052,inactive,,0,Io-li-tec
4276,144207829,6929,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CO,Active,42,,,active antagonist,active antagonist,57.7098,-91.9665,inactive,,0,inconclusive antagonist,55.5371,-74.6657,inactive,,0,SigmaAldrich
4277,144207830,9958,CC1=CC(=C(C=C1)O)O,Inconclusive,5,,,inconclusive,inconclusive antagonist,11.1878,-38.9591,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4278,144207831,6554,CCC(C)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4279,144207832,240,C1=CC=C(C=C1)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4280,144207833,8062,C(CC#N)C#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4281,144207834,15394,CCC(=O)C=C,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,Alfa Aesar
4282,144207835,9808,C1=CC=C(C(=C1)C(=O)Cl)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4283,144207836,5935,CN(CCCl)CCCl.Cl,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,2.4287,-38.703,inactive,,0,active antagonist,21.6458,-51.0083,active agonist,20.8309,56.4215,SIGMA
4284,144207837,5325504,C(=C/C(=O)Cl)\C(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4285,144207838,6565,C=C(CCl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4286,144207839,7192,CCOC1=CC2=C(C=C1)N=C(S2)N,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-38.6575,inactive,,0,inactive,,0,inactive,,0,SIGMA
4287,144207840,28700,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,48.8542,-139.397,inactive,,0,inconclusive antagonist,48.8542,-121.787,inconclusive antagonist,,,ChemService
4288,144207841,31297,CS(=O)(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4289,144207842,6577,C(C(=O)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4290,144207843,8868,CCOC(=O)CC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4291,144207844,62493,CC(C)(C)C(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4292,144207845,61274,C(=N)(N)S(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4293,144207846,2518,C1=CC(=C(C=C1C=CC(=O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4294,144207847,9414,CC1=CC(=CC(=C1N(C)C)C)OC(=O)NC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
4295,144207848,11734,CC(C(=O)O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4296,144207849,7543,C1=CC(=C(C=C1CC2=CC(=C(C=C2)N)Cl)Cl)N,Active,43,,,active antagonist,active antagonist,49.1446,-98.4401,inconclusive agonist,,30.3978,inconclusive antagonist,46.9328,-82.4968,inactive,,0,SIGMA
4297,144207850,8125,CCCCCCC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4298,144207851,28207,CCOC1=C(C=C(C=C1)NC(=O)C)N,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,SV Chembiotech
4299,144207852,5366546,CC(C)OC(=O)/C=C(\C)/C=C/CC(C)CCCC(C)(C)OC,Active,43,,,active antagonist,active antagonist,20.1439,-43.4885,inactive,,0,active antagonist,10.6941,-50.7371,inactive,,0,SIGMA
4300,144207853,92629,CC(COC(C)(C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4301,144207854,12375,CCOCCOCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4302,144207855,6227,C(C(=O)O)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4303,144207856,7237,CC1=CC=CC=C1C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4304,144207857,22833294,CC1(C(=C)[C@@]2(C([C@]1(C(C2(Cl)Cl)(Cl)Cl)Cl)Cl)Cl)C,Active,53,,,active antagonist,active antagonist,12.9295,-109.66,inactive,,0,active antagonist,12.9295,-99.687,inactive,,0,ChemService
4305,144207858,6379,C[N+](C)(C)C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4306,144207859,85689,C1CCC2C(C1)C(=O)OC2=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4307,144207860,67349,C[Si](C1=CC=CC=C1)(C2=CC=CC=C2)Cl,Active,46,,,active antagonist,active antagonist,34.8149,-101.378,inactive,,0,active antagonist,34.8149,-88.2865,inactive,,0,SigmaAldrich
4308,144207861,77929,CC(=O)O[Si](C)(OC(=O)C)OC(=O)C,Active,44,,,active antagonist,active antagonist,29.0682,-66.6281,inactive,,0,inconclusive antagonist,41.8554,-65.6338,inactive,,0,SigmaAldrich
4309,144207862,17234,CCCCCCCCCCCCCOC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4310,144207863,9324,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)OC(=O)C,Inconclusive,20,,,active agonist,active agonist,3.84923,105.026,inactive,,0,active agonist,3.56485,77.2423,inconclusive antagonist,,-30.6683,SigmaAldrich
4311,144207864,11112,C1=CC(=CN=C1)C(=O)NN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4312,144207865,24233,CC(C(C)Cl)Cl,Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4313,144207866,7586,C1C(O1)COC2=CC(=CC=C2)OCC3CO3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4314,144207867,8197,C(CNCCNCCNCCN)N,Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
4315,144207868,28697,C1=CC(=C(C(=C1[N+](=O)[O-])Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4316,144207869,20250,C1=CC(=C(C=C1Cl)Cl)C(=O)CCl,Active,44,,,active antagonist,active antagonist,43.0572,-93.322,inactive,,0,active antagonist,49.2469,-91.7512,inactive,,0,SIGMA
4317,144207870,11328,CC1=CC2=CC=CC(=C2C=C1)C,Inconclusive,5,,,inconclusive,inconclusive agonist,4.3798,40.0009,inactive,,0,inactive,,0,inactive,,0,SIGMA
4318,144207871,12468,C1=C(C=C(C(=C1Cl)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4319,144207872,6589,CC(C)C(C)C,Inconclusive,5,,,inconclusive,inconclusive agonist,19.7914,39.0083,inactive,,0,inactive,,0,inactive,,0,SIGMA
4320,144207873,7258,C1=CC(=C(C=C1O)Cl)Cl,Active,55,,,active antagonist,active antagonist,9.18173,-103.565,inconclusive agonist,,25.4879,active antagonist,9.54094,-92.4081,inconclusive antagonist,26.89,-28.6793,SIGMA
4321,144207874,727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,Active,41,,,active antagonist,active antagonist,49.0025,-54.1448,inactive,,0,active antagonist,57.1327,-44.7534,inactive,,0,SigmaAldrich
4322,144207875,7288,CCC(=O)CC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4323,144207876,6936,CC1=CC(=C(C=C1Cl)S(=O)(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Interchem
4324,144207877,9483,C1=CC(=CC(=C1)N=C=O)C(F)(F)F,Active,65,,,active antagonist,active antagonist,3.28466,-118.986,active agonist,54.0951,82.4405,active antagonist,3.161,-98.1153,active antagonist,13.5881,-27.4914,SigmaAldrich
4325,144207878,21210,CCCCOCC(C)O,Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4326,144207879,18196,CN(C)CCN(C)CCN(C)C,Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4327,144207880,6881,C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2N,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,35.7938,-107.012,active agonist,30.7002,26.3729,active antagonist,40.1613,-96.3293,active antagonist,66.1415,-36.1595,SigmaAldrich
4328,144207881,11830,C1=CC2=C(C(=C1)[N+](=O)[O-])N=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SigmaAldrich
4329,144207882,77353,CC(=C)C1=CC(=CC=C1)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4330,144207883,60999,C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
4331,144207884,197835,CN1CCC2=CC3=C(C=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3,Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inactive,,0,inactive,,0,SIGMA
4332,144207885,29228,C1=C(C=C(C(=C1Cl)[N+](=O)[O-])Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4333,144207886,67967,C1=CC(=C(C=C1F)F)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4334,144207887,6013,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4335,144207888,61186,CCCCC(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
4336,144207889,,,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4337,144207890,7264,CC1=CC(=C(C=C1)O)N,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,48.6071,-61.1922,inactive,,0,active antagonist,48.6071,-56.975,inactive,,0,SIGMA
4338,144207891,53462,CN1C2=C(C3=C(C=C2)N=CC=C3)N=C1N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Toronto Research
4339,144207892,13539,CC(COC(=O)C(=C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
4340,144207893,11460221,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,Active,52,,,active antagonist,active antagonist,5.65566,-72.8046,inactive,,0,active antagonist,5.87692,-57.274,inactive,,0,Io-li-tec
4341,144207894,10473,CNC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,SigmaAldrich
4342,144207895,11375816,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],Active,74,,,active antagonist,active antagonist,0.77272,-112.871,active antagonist,13.7411,-51.7206,active antagonist,0.834364,-102.092,active antagonist,41.0225,-100.114,Io-li-tec
4343,144207896,77290,C1CN(C(=O)N1)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4344,144207897,60960,C([C@@H](C(=O)O)N)S.Cl,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,27.6952,-63.7436,inactive,,0,inconclusive antagonist,,,inactive,,0,SigmaAldrich
4345,144207898,4616,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,SRI International
4346,144207899,76564,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inconclusive antagonist,,,inactive,,0,Io-li-tec
4347,144207900,7621,CCCCN(CCCC)CCO,Inconclusive,5,,,inconclusive,inconclusive agonist,2.2154,37.0681,inactive,,0,inactive,,0,inactive,,0,SIGMA
4348,144207901,227,C1=CC=C(C(=C1)C(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4349,144207902,88365,C1=C(C=C(C(=C1Cl)Cl)Cl)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4350,144207903,10236,C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,Active,45,,,active antagonist,active antagonist,31.9984,-86.2523,inactive,,0,active antagonist,27.4449,-79.3177,inactive,,0,SIGMA
4351,144207904,11568,C1=CC(=CC(=C1)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4352,144207905,12589,CCCCCC[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4353,144207906,16212746,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],Active,48,,,active antagonist,active antagonist,8.37747,-57.6877,inactive,,0,active antagonist,8.06207,-57.0818,inactive,,0,Io-li-tec
4354,144207907,7281,C(C(CBr)Br)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4355,144207908,2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,15.6525,-93.3298,active agonist,24.8075,52.6721,active antagonist,20.4762,-81.665,inconclusive antagonist,20.8729,-31.7893,SIGMA
4356,144207909,8908,CCCCCCOC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4357,144207910,7333,CC1=CC=CC=C1NC(=NC2=CC=CC=C2C)N,Inconclusive,5,,,inconclusive,inconclusive agonist,11.9742,42.0668,inactive,,0,inactive,,0,inactive,,0,SIGMA
4358,144207911,10795,CC(OC)OC,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4359,144207912,82261,CCCCCCCCS(=O)(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4360,144207913,23670844,C1=C(C=C(C=C1C(=O)O)S(=O)(=O)[O-])C(=O)O.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4361,144207914,69917,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)N)N,Active,60,,,active antagonist,active antagonist,3.71564,-99.9545,inactive,,0,active antagonist,2.63047,-98.5071,inactive,,0,SigmaAldrich
4362,144207915,12040508,CCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inconclusive,20,,,active agonist,active agonist,61.3793,736.309,inconclusive antagonist,72.9495,-37.4433,active agonist,52.6448,530.101,inactive,,0,Io-li-tec
4363,144207916,2734163,CCCCCCN1C=C[N+](=C1)C.[Cl-],Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,-42.6627,inactive,,0,inconclusive antagonist,45.0435,-57.8404,inactive,,0,Io-li-tec
4364,144207917,7681,CN(C)CC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4365,144207918,8407,C1=CC=C(C=C1)NC2=CC=CC=C2[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,1.08044,-26.6403,inactive,,0,SIGMA
4366,144207919,9158,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,Inconclusive,5,,,inconclusive,active antagonist,6.26188,-33.7247,inactive,,0,inactive,,0,inactive,,0,SIGMA
4367,144207920,329983,CC1CCC2=C(C1)OC=C2C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,Acros
4368,144207921,11597,CCCCC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4369,144207922,6214,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4370,144207923,3378440,C1=CC(=C2C(=C1[N+](=O)[O-])C(=O)C3=C(C=CC(=C3C2=O)O)[N+](=O)[O-])O,Active,78,,,active antagonist,active antagonist,0.073384,-86.3802,active antagonist,18.4332,-85.4925,active antagonist,0.073384,-89.0573,active antagonist,36.7791,-104.773,SIGMA
4371,144207924,2155,C1=CSC(=N1)N,Inconclusive,5,,,inconclusive,inconclusive antagonist,1.08707,-45.3381,inactive,,0,inactive,,0,inactive,,0,SIGMA
4372,144207925,7097,CC(=O)OC(C1=CC=C(O1)[N+](=O)[O-])OC(=O)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,37.7612,-105.597,inconclusive agonist,,25.8683,active antagonist,29.9948,-82.6692,active antagonist,69.7771,-121.155,SigmaAldrich
4373,144207926,13436,C1=CC=C(C=C1)SSC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4374,144207927,7495,CCOC1=CC=C(C=C1)[N+](=O)[O-],Active,57,,,active antagonist,active antagonist,5.52593,-96.9731,active agonist,55.2593,46.8272,active antagonist,6.44276,-90.3998,inconclusive antagonist,,,Interchem
4375,144207928,11124,CCC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4376,144207929,87154,C1=CC=C2C(=C1)C(=O)N(C2=O)CCl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,SigmaAldrich
4377,144207930,85557,C1=CC2=C(C=CC(=C2)O)C=C1C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4378,144207931,12703,CCN(CC)C(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4379,144207932,10941,C1=CC(=CC(=C1)N)N.Cl.Cl,Active,46,,,active antagonist,active antagonist,10.8486,-50.4149,inactive,,0,inconclusive antagonist,17.1939,-61.7357,inactive,,0,SigmaAldrich
4380,144207933,2734175,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,18.5286,-44.479,inactive,,0,inconclusive antagonist,16.5136,-37.995,inactive,,0,Io-li-tec
4381,144207934,7719,CCCCC(CC)CN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
4382,144207935,8494,CC(=O)C1=CC(=CC=C1)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4383,144207936,16637,CC(C)NC(=O)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4384,144207937,10423,C1COC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4385,144207938,11684,CCC(C)(C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4386,144207939,263,CCCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4387,144207940,6737,C1=CC(=C(C(=C1)Cl)C=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
4388,144207941,7331,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)[N+](=O)[O-],Active,54,,,active antagonist,active antagonist,11.3765,-106.12,inactive,,0,active antagonist,16.6984,-120.623,active antagonist,59.2481,-40.124,SIGMA
4389,144207942,25418,CCN(C)N=O,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,ChemService
4390,144207943,590836,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,MP Biomedicals
4391,144207944,66912,C1=CC(=CC=C1OCCO)OCCO,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,SIGMA
4392,144207945,11872,CC1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],Active,48,,,active antagonist,active antagonist,26.5454,-109.175,inactive,,0,active antagonist,23.6586,-89.6399,inactive,,0,Alfa Aesar
4393,144207946,90263,COCCOCCOCCOCCO,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4394,144207947,6815,CCCC(C1=CC(=C(C=C1C)O)C(C)(C)C)C2=CC(=C(C=C2C)O)C(C)(C)C,Active,58,,,active antagonist,active antagonist,5.51482,-105.845,active agonist,58.416,209.823,active antagonist,5.30719,-96.3802,inconclusive antagonist,39.042,-114.689,Sensient
4395,144207948,16212610,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F,Active,74,,,active antagonist,active antagonist,0.431451,-101.119,active antagonist,8.28448,-54.709,active antagonist,0.448331,-106.502,active antagonist,60.9441,-69.6902,Io-li-tec
4396,144207949,6921,C1=CC=C(C(=C1)C(F)(F)F)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4397,144207950,12036651,CCCCCCN1C=C[N+](=C1)C.[I-],Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,22.154,-58.11,inactive,,0,Io-li-tec
4398,144207951,7745,CCCC(C)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4399,144207952,31230,CC(=O)NC1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4400,144207953,31553,COC1=C(C=CC(=C1)[C@@H]2[C@H](OC3=C(O2)C=C(C=C3)[C@@H]4[C@H](C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,30.5444,-96.0635,inconclusive agonist,,19.536,active antagonist,35.6122,-96.5703,active antagonist,56.4415,-43.2281,SIGMA
4401,144207954,5787,C1=CC(=C(C=C1Cl)Cl)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4402,144207955,6053,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,71.3455,-103.833,active antagonist,54.5381,-53.8365,active antagonist,66.0744,-97.8379,inconclusive antagonist,54.5381,-57.6236,SIGMA
